X,Y,Z
-0.949429574,0.222131218,0.221903595
0.683863507,-0.179993097,0.707059537
0.423970298,0.869549095,-0.25324604
0.291945899,0.925970145,-0.239472092
0.873410393,-0.371082394,0.315360339
-0.961076576,-0.113392995,-0.251940159
-0.527795769,-0.028876932,-0.848880291
0.329997801,0.120279658,-0.936287485
0.934898856,0.340296368,-0.100809283
0.991396421,-0.01785266,0.129670422
0.09796974,-0.169492828,0.980649841
0.436764182,-0.574864244,0.691930741
0.430673012,0.839370468,-0.331629273
-0.125717701,-0.863105283,0.489126087
-0.019727354,0.829914825,-0.557541223
0.110401135,-0.977388925,-0.180339897
0.124717948,0.957465021,-0.260204087
0.972696081,-0.152241396,-0.175171033
0.489669165,0.653749544,-0.576919095
-0.377706264,-0.897985197,-0.225744469
0.259146949,-0.771025112,-0.581689897
-0.582231591,0.58834583,0.561119915
-0.982852443,0.18304643,0.022250408
-0.780837821,-0.187319728,0.595989611
0.002881715,-0.674059321,0.738671596
-0.771545031,-0.628078026,-0.101174399
0.924163103,0.235290946,0.300933098
0.444492746,0.851306934,0.278752046
-0.803309929,0.249309304,-0.540867848
-0.976705395,-0.095085029,0.1923679
-0.232523137,0.924588714,0.301775912
-0.947048012,-0.006732614,-0.321021393
0.456529855,-0.132481507,-0.87978926
-0.394596125,-0.570296513,-0.720455262
0.364112939,0.880568674,0.303348939
0.291061145,-0.33996327,0.894264158
0.813275395,-0.004045544,0.581864902
0.186278372,-0.09608664,-0.977787158
0.864680147,0.430750432,0.258422732
-0.329738168,-0.918801523,0.216971198
0.124784738,-0.429464032,0.894421273
0.738777856,0.467805336,0.485144769
-0.48379297,-0.672325267,0.560288406
-0.036067,-0.477289548,0.878005614
0.164830713,0.853039786,0.495130245
-0.926639292,0.313396718,0.207658663
0.310332785,0.316062602,0.89654782
-0.11222432,-0.502618748,0.85719315
0.872204673,0.323530634,-0.366860925
-0.330211427,0.501614073,-0.799589729
0.780511583,-0.254019758,0.57120542
0.23829399,-0.962337405,0.130853709
-0.24357622,0.966404541,0.08205418
0.910182671,-0.105105704,0.400649842
0.07087186,0.548099271,-0.833405284
-0.195112622,-0.627547729,0.75373398
-0.032473983,0.192594945,-0.980740856
0.548925172,-0.160118009,0.82039221
0.988476555,-0.131950564,0.074183215
-0.170599219,-0.703674057,0.689738159
0.543052113,-0.676335424,-0.497659318
0.255826548,0.55428847,-0.792033502
0.926720377,0.373962918,0.036620741
0.152783299,0.815333978,0.558469129
0.134163418,-0.989414788,0.055304193
-0.593830269,0.710533864,0.37750131
0.863563446,0.010210439,-0.504136809
0.185166467,-0.497569418,0.847430264
0.38916258,-0.449437263,0.804088697
0.746118502,-0.555493227,-0.367061923
0.575983496,0.782299635,0.237171443
0.279726627,0.890122417,0.359770895
-0.266060053,0.783786441,0.561151373
0.428935395,-0.345216281,-0.834769517
-0.101621644,0.621593272,-0.776720571
-0.362768475,0.23190298,-0.90256304
-0.058649457,0.855762686,-0.514033527
-0.37304117,-0.050175713,0.92645706
-0.203896694,0.292484357,-0.934279958
0.471840403,0.760436049,0.44621032
-0.237391648,-0.948411732,0.210143744
0.980394499,0.047727725,-0.191177117
0.343962414,-0.157697908,-0.925646384
-0.76507494,0.384601551,0.5164707
-0.043474286,0.888409528,-0.456988508
-0.538769395,-0.34301759,-0.769458558
0.374898847,-0.738561515,-0.56033717
0.767194532,0.612138394,0.191570188
0.762040456,0.101362387,-0.639546722
0.764233464,-0.564146724,0.312547093
-0.066836093,0.152460066,-0.986047091
-0.234106691,-0.052446663,0.970795243
0.784149976,-0.608042676,0.124068201
0.174149615,-0.241350531,-0.954684153
0.334864389,-0.137174413,-0.932227988
0.086907558,-0.786876778,0.610959911
0.128692242,0.647297888,0.751294716
0.036769408,0.29565302,-0.954587504
0.352858227,0.441630577,0.824896057
0.112088925,0.936996981,-0.330866634
-0.090928332,0.082959903,0.992395936
-0.408467852,0.397213014,0.82181253
-0.711694701,0.659638415,0.241594316
-0.230895227,0.852243173,0.469434733
-0.446355067,-0.620452827,-0.644829778
0.378437448,-0.894236784,0.239009772
-0.509060548,-0.668160556,0.54260375
0.903028429,0.287183376,0.319476704
0.284370481,-0.956755718,0.061252973
0.343167474,-0.883696535,0.31830256
0.193497606,0.010206623,0.981047655
-0.379544857,-0.715254263,-0.586819428
-0.361219593,-0.812168503,0.458151424
-0.42054393,0.105043895,-0.901170673
-0.768700743,-0.085597488,0.63385506
0.370310999,0.123363524,-0.920679752
-0.303966434,0.122958177,-0.94471461
0.790088976,-0.239996791,-0.564057577
0.856403622,0.489976934,-0.162774201
-0.660137665,0.691157092,0.294143055
-0.943424617,0.288079543,0.164195521
-0.39915929,0.031124047,0.916353182
-0.00138791,-0.583145744,-0.812366367
0.332277211,0.900207727,-0.28145675
-0.460154122,0.862876571,0.20905073
-0.905252159,0.354179524,0.234681471
0.240857716,0.887507293,0.392833763
-0.135824508,-0.184311335,-0.973437741
0.634507395,0.770130356,-0.065571345
-0.565821207,-0.72969881,0.383908854
-0.821085645,0.108242219,-0.560448023
0.076392554,0.038994984,-0.996314995
-0.013083957,-0.843527691,-0.536926293
-0.985184781,0.078130745,-0.152664775
0.207091444,0.471819198,-0.857029625
0.052217121,-0.943867396,0.32617129
0.452007141,0.195439463,-0.870340715
-0.90811165,0.324497487,-0.264640534
0.569719616,0.799751896,-0.189252383
-0.182059021,0.37301237,-0.909789143
0.046071518,-0.828049654,-0.558758611
0.457316592,-0.283635043,-0.842859832
-0.641526275,0.566288289,0.517456871
-0.326167865,0.933578613,0.148477263
0.713016343,0.38315783,-0.587194833
0.529979751,0.821029463,-0.212207644
0.011727107,0.992951682,-0.117938257
0.371489311,0.7811111,0.50185769
0.455414771,0.87426987,-0.168076113
0.309553646,-0.939619369,0.145917721
-0.345798932,-0.893555201,0.286325342
0.336278429,-0.439831442,-0.832745532
0.647405794,0.761988728,0.015456939
0.247757616,-0.682561922,0.68755028
0.578874352,0.459169406,-0.673845636
-0.820498856,0.518305206,0.241125155
0.512288131,-0.009161276,-0.858764777
0.431691299,-0.278848823,-0.857837955
-0.414532788,-0.316808153,-0.853109115
-0.833935761,-0.531519146,-0.148453843
0.277657688,0.79210745,0.543573359
-0.534185113,0.794552126,-0.288674875
0.553245214,-0.490355718,-0.673402557
-0.098472164,-0.942468719,0.319461965
0.175570707,0.984359647,0.014526243
0.809104239,0.432613808,-0.397738135
-0.630593681,-0.172083433,0.756795152
-0.360186738,0.522807218,0.77261771
0.826699616,-0.107923049,-0.552195944
0.249641068,-0.632404626,-0.733310116
0.816919191,0.574855105,0.046740162
0.106043341,0.708353051,0.697847236
0.193392616,0.11878458,-0.973904266
-0.647999182,0.741045421,0.17592255
-0.330202567,0.887886534,-0.320349446
-0.982368281,0.03390148,-0.183856601
-0.617093599,-0.173034067,0.767629274
0.714560471,0.395556865,-0.577007885
-0.690863956,-0.057104272,-0.72072609
-0.774186198,0.621473479,0.120026851
0.540203619,0.543092417,-0.642830208
0.423138405,0.796861612,-0.431237129
0.608407368,-0.601041117,-0.518256742
-0.422428171,-0.89180039,-0.162007729
-0.227669687,-0.785862621,0.574966482
0.100527512,0.060753315,-0.993077668
0.929591502,-0.260839023,-0.260427807
-0.596062871,0.545990113,0.588730711
-0.257324838,0.719191204,-0.645405253
-0.672089848,-0.6551145,0.345137984
0.569977689,0.813650979,0.11444439
-0.035681403,0.827618409,-0.560155877
-0.627216581,0.725284855,-0.28383312
0.016801083,-0.949096598,0.314536757
-0.731580295,-0.674373738,-0.100051655
0.274773449,-0.961094023,-0.028245904
-0.517048619,-0.412596127,0.749950106
-0.365786354,-0.469817299,-0.803412751
0.065519357,-0.17400943,0.982561923
0.59835997,-0.659751675,-0.454635099
-0.180340954,0.8231479,-0.538427967
0.991698802,-0.04179768,-0.121599508
0.071070071,-0.943912926,0.322455318
0.286972431,0.029373689,-0.957488386
0.904993203,0.382416346,-0.186400216
0.525166124,-0.847094551,0.081433181
-0.776840629,0.372071844,0.50801691
0.223350435,0.963249477,-0.149214705
-0.061095658,0.185834848,0.980679729
0.338317569,0.910678289,0.237078629
-0.582564039,-0.445238229,-0.679986809
-0.776063408,-0.134569213,-0.616130436
-0.509065833,-0.845406701,-0.16167711
-0.345936671,-0.76545456,0.542592975
-0.679522298,0.602253526,0.418975103
0.064108575,-0.264604055,0.962223875
0.479668895,0.828941736,-0.287703578
0.416872051,0.907724141,-0.047482389
0.541212382,0.817991255,0.194883208
-0.489810337,-0.869547401,0.063032935
0.588549779,0.73912244,-0.327577742
-0.320093043,0.346913608,-0.881584591
0.725273119,-0.582387133,0.367156819
0.054597792,-0.626792982,-0.777270634
-0.588985357,-0.418354813,0.691430039
-0.616837716,-0.040330806,0.786056396
-0.572739054,-0.784897829,0.236443175
-0.912565606,-0.408668561,-0.014629511
-0.112693744,-0.841635443,0.52815708
-0.739774159,0.585565551,-0.331432014
-0.983836084,0.074439851,0.162865798
0.687850333,0.713733072,0.132087173
-0.270408872,-0.744939398,-0.609872392
0.849524292,0.295990458,-0.436689966
-0.282963889,-0.861175013,-0.422266545
-0.628393391,0.217347728,-0.746914796
-0.12985556,0.968258754,0.213570876
-0.013057659,0.708519771,-0.705570147
0.85760193,-0.495218512,0.138843633
-0.333662767,-0.455049015,-0.825590427
0.984520871,-0.170560287,-0.040346532
-0.598974829,-0.795394923,-0.092607075
0.097096825,-0.976129997,-0.194274126
-0.976505695,-0.009294612,-0.215291052
0.247714053,-0.557077134,-0.792655546
-0.75616568,-0.257053375,-0.601778221
0.10210742,0.850676945,0.51567704
-0.891313706,-0.368210076,0.264539633
0.922131979,-0.266885189,-0.280080184
0.763251885,0.229427683,-0.603994618
0.79855513,-0.134062753,-0.586802251
-0.180366164,0.227022577,0.95704169
-0.888242105,-0.0093166,-0.459281138
-0.99486565,0.053435982,0.08594728
0.772339298,-0.612485499,0.168385041
0.869439955,-0.327442865,-0.369939637
0.940920475,-0.275203277,-0.19731147
0.331591411,0.341553133,0.87942515
0.415071591,0.895216672,0.162181027
0.82915552,0.533671731,0.166419974
-0.226337145,-0.973867749,-0.018791087
-0.604288401,0.755498453,0.253096059
-0.586335595,0.796311089,0.148658064
-0.823661953,-0.261826707,-0.503018651
0.77146089,-0.539574709,-0.337205024
-0.98024303,0.18397855,-0.072632602
-0.555013148,-0.815748959,-0.162831329
0.90441838,-0.169774766,-0.391412727
-0.285663359,-0.555966882,-0.780574962
0.88575633,0.271520904,0.376446706
0.316598933,-0.061994617,-0.946531449
-0.36823216,0.867315497,-0.334916265
0.578355453,0.779127841,-0.241794906
-0.758982747,-0.064731266,0.647885061
-0.039977195,0.601055015,-0.798207174
0.023006491,-0.596337208,-0.802404284
0.901632965,0.098103443,0.42122881
-0.724645913,0.542283958,0.425225129
0.703936707,-0.368683676,0.607079451
0.498375465,-0.814910592,0.295876025
-0.303658588,-0.003461904,-0.95277462
0.141684702,-0.149562816,0.978548113
-0.533168975,0.143366169,0.833772742
0.708513624,-0.532927657,-0.462597619
0.195888888,-0.802291705,-0.563875486
0.248756138,-0.967080511,0.053625273
-0.27034046,0.743759888,-0.611340548
0.420423449,0.770926115,0.478452766
-0.196796626,-0.295766534,-0.934769087
-0.791504294,0.183544032,-0.582951576
0.147826802,-0.898584008,0.413151324
-0.28064786,-0.839696963,0.464914819
0.039596214,-0.670041198,0.741267113
0.55609519,0.568555533,0.606220048
-0.097399407,0.713152331,-0.694209701
-0.632404772,-0.291523674,-0.717689453
-0.079460669,0.776947513,-0.624530676
0.910163749,0.410889084,0.052650837
0.899204466,-0.211568439,0.382975356
0.980606176,-0.157508134,0.116630681
0.833042605,0.227482266,0.504273573
-0.267038256,-0.918806985,-0.290661821
-0.694612338,-0.443145716,0.566688251
-0.361251254,-0.482019119,-0.798219957
-0.183761684,-0.530866582,-0.827292159
-0.933694342,0.293043374,-0.20576797
0.669895836,0.421929333,0.61091342
-0.147266818,-0.131906895,0.980261728
0.678669229,0.428185919,-0.596711737
-0.67466489,-0.680816098,-0.285160879
0.233817666,-0.957811794,-0.167110341
-0.887619606,-0.083728987,-0.45290274
0.132462896,-0.693756017,-0.707923845
-0.369370405,-0.928198344,0.044870235
-0.694026404,0.62928098,-0.349761059
-0.148106434,-0.673216847,0.724460876
0.222016904,0.702858562,0.675794596
-0.007690614,-0.44073684,0.897603416
0.012754646,-0.852187648,-0.523080809
-0.968821138,0.200062283,0.146152949
0.169910274,0.52825531,-0.83191155
0.077394238,0.879469876,0.46961992
0.510540185,-0.318460796,-0.798706104
0.728098737,-0.545819175,-0.414672952
0.539425783,0.707596474,-0.456428586
-0.894918805,0.419834887,-0.15119193
-0.418455708,0.793309232,-0.44221633
-0.429701084,0.252580816,-0.86692555
-0.17160473,0.797662933,-0.578174422
-0.258689543,0.84409589,-0.469661419
0.465480704,-0.060938074,0.88295768
-0.785122286,0.116906475,-0.608207097
0.743790059,0.006654855,0.668380177
0.378768568,0.410211574,-0.829614872
0.378959153,0.234873533,-0.895111381
0.647625672,0.033853183,-0.761206248
0.166993499,0.863486055,-0.475925419
-0.429678956,0.079992698,-0.899431578
-0.906422168,0.178242197,0.382921104
-0.610305177,-0.577074163,0.542690521
-0.008907935,-0.978499284,-0.206057758
0.51510126,0.856310303,-0.037461415
-0.070259654,0.5292225,0.845569114
-0.113099052,-0.820696314,0.560059073
-0.792692313,0.0997745,-0.601401652
-0.510071332,0.728952928,-0.456568577
0.429453287,-0.291531894,0.854739158
-0.6892188,-0.658038999,-0.303252571
0.937034847,0.339756075,-0.080817727
-0.558474342,-0.700453026,-0.444378182
-0.270791546,0.235844272,0.933300283
0.123858089,0.992000858,0.024361267
0.566549145,0.823168562,0.037624267
-0.088237072,-0.880294208,-0.466150541
-0.386096106,-0.922208773,0.021465686
-0.284008485,0.725145166,-0.627298707
0.015655655,-0.47770379,-0.87838146
0.374332064,-0.585832021,-0.718802024
0.830953664,-0.551634376,0.072218583
-0.567141618,0.316628261,0.760326857
-0.853944,-0.187420491,0.485441246
0.05584616,0.998437717,-0.001825402
0.632425711,0.710201563,0.309275703
-0.754881439,0.654456704,-0.042900302
0.535600959,0.333432623,-0.775857138
0.456829939,-0.210585244,-0.864268628
-0.187437003,0.677326325,0.71140454
0.453933357,-0.482536767,0.749067938
0.420152097,-0.264379657,-0.86808733
-0.934003408,0.074138367,-0.349486962
0.904874498,0.294123012,0.30772357
0.481564188,0.825027377,-0.295678475
0.272776277,-0.925672321,0.262152355
0.571760979,0.680933428,0.457623262
0.099406242,0.965279717,0.241564625
-0.476712863,0.218407776,0.851494504
0.136549643,0.713871952,0.686834064
0.537583648,-0.837507863,0.097899959
-0.161736097,0.705178789,0.690336374
0.34316758,-0.9276051,-0.147596713
-0.449853063,0.850312693,0.273131005
0.222661122,-0.836276964,0.501061737
-0.482590737,-0.806619174,0.341279486
0.215206175,0.93819591,-0.271062237
-0.378703775,0.686762509,0.6204359
0.763246178,-0.303255253,-0.570518643
-0.133046773,-0.790688881,-0.597586521
-0.938711857,0.212309981,0.271559425
0.292950332,-0.644067897,-0.706651716
-0.901636515,-0.432244723,-0.014700109
0.216813521,-0.641294724,0.736025118
0.624015247,0.678108889,-0.388295386
-0.286680404,0.272354201,-0.918497433
-0.886998849,0.449610056,-0.105279816
-0.333443112,0.753765782,0.566262162
-0.779174921,0.409928517,0.474178294
-0.733881811,0.458448014,0.501241366
-0.651775105,-0.192679956,-0.733528219
-0.73829513,0.594811503,-0.317993044
0.570849777,-0.820380716,-0.033256786
0.382098916,0.587895333,0.71300736
-0.591040383,-0.363983719,-0.71985215
-0.936747853,0.129946588,0.324988221
-0.861173905,0.507390337,-0.030570445
0.611571014,-0.268342424,-0.744293785
0.264973814,-0.553092384,0.789859286
0.120633056,0.047896835,-0.991541002
-0.536369593,0.606931927,0.586465085
0.623103965,0.659574559,0.420360381
-0.58616105,-0.660821901,0.468753281
0.400182268,0.873481805,0.277279082
0.2349721,-0.055408537,-0.970421561
-0.037256012,0.607438823,-0.793492323
-0.906557924,0.177172924,0.383095922
0.721361537,-0.682382427,-0.118286752
-0.613873474,-0.705552434,0.35405525
-0.571717985,0.627546321,0.528511268
-0.177615594,0.396108108,-0.900861292
-0.169721116,0.356344245,0.918810928
-0.838641549,-0.524439011,-0.14711926
0.256739808,0.0559462,0.964859935
-0.50659578,0.750183467,0.424953504
0.330009998,0.129010342,0.93512017
0.88895244,-0.457088397,0.028874851
-0.975965252,-0.215054605,0.03526109
0.206428002,-0.915465978,-0.345412107
0.487232018,0.854130008,-0.181843037
0.122391372,0.959305,-0.254468601
0.185433553,-0.869437517,-0.457922267
-0.078509955,0.209582443,-0.974633976
0.505143001,-0.385877921,-0.771964234
0.4946151,0.306909934,-0.813118808
-0.263370427,-0.200490572,0.943631045
0.343963982,0.155781214,-0.925970298
-0.856753322,-0.270835043,-0.438887372
0.831046623,-0.440359276,0.339772303
-0.400925733,0.654327022,0.641182271
-0.099827215,0.950980582,-0.292695164
-0.263464036,0.25074432,-0.931511668
-0.543833744,-0.613062728,0.573061036
0.815200948,0.546502273,0.191788114
-0.755031773,0.249147299,-0.60650857
0.118878431,0.99036075,-0.071088003
-0.018953489,-0.885887116,0.463513519
-0.439690081,0.87929641,-0.183058612
-0.795399422,-0.268800516,0.543218227
-0.834588828,0.15125069,0.52970248
0.03033662,0.554399015,0.831697915
-0.687823184,0.436473049,-0.579991849
-0.284899998,-0.263682697,0.921576598
-0.935233894,0.352488923,-0.03300187
0.696657739,0.688537446,0.201455155
-0.959612071,0.131865807,0.24850771
0.776366416,-0.547567483,0.312129845
-0.834642148,-0.487437187,-0.256471194
0.336990501,-0.920439329,-0.198062728
-0.822308079,-0.429043326,0.373806431
0.202362977,-0.910348428,0.36099164
-0.659425184,0.343485672,0.66871221
0.03947171,-0.679774528,0.732358228
0.338789447,-0.777143946,-0.530347997
-0.556262621,0.480373662,-0.678095157
0.081929704,0.963771007,0.253836501
-0.720794264,0.213507303,0.659446935
0.469119235,0.877051723,0.103476654
0.657619712,-0.623934107,0.422187806
-0.33115177,0.903577599,-0.271819843
0.891284234,-0.379425284,-0.248291902
-0.956131556,0.292919858,-0.003225712
0.661930447,0.711980905,-0.234374218
0.472166201,0.849150366,0.236648969
-0.682490482,-0.060422021,0.728392698
0.210477845,0.851018619,-0.481109538
0.784087137,-0.61964947,-0.035240546
0.695259063,0.549528649,0.463285117
-0.648946933,0.400646493,-0.64680002
0.335992841,0.702617662,-0.627245751
0.555686657,-0.79592432,0.240243244
0.088892995,0.995394847,0.035876654
0.207120861,0.205654306,-0.956455569
0.416259438,-0.012720176,0.909156905
-0.287880116,-0.954929441,-0.072351936
0.361975848,-0.713535137,0.599867563
0.678208928,-0.609068232,-0.411179448
0.191606133,-0.562888074,-0.804017479
-0.160906276,0.905134995,-0.393496901
0.582604929,0.012346903,-0.812661707
-0.659213804,-0.666638911,0.347893265
0.386083813,0.839303728,-0.382764342
0.985600482,0.068358073,-0.154657245
-0.482043364,0.742743344,0.464721981
-0.93364155,0.079402346,0.349297471
-0.727974255,-0.217625396,-0.650148192
-0.458159934,0.592084782,-0.662966882
0.424764629,-0.664458521,0.614873876
0.050252502,0.77334959,0.631985046
-0.181168852,0.868485379,0.461422793
-0.502171373,-0.216035454,0.83734855
-0.44643363,-0.686339449,0.574138637
0.477464363,0.647063512,0.594421226
-0.131717318,-0.686291279,-0.715300516
-0.069360195,0.955582882,-0.286444618
-0.106058241,-0.703273319,0.702963931
0.552264582,-0.287121361,0.782665418
-0.196775267,0.85459974,0.4805609
-0.154561837,0.925237911,-0.346475753
0.403364069,0.183332647,0.896485677
-0.331558274,0.611482841,0.718441261
-0.243525002,-0.615853914,-0.74927934
-0.243186096,0.844903098,-0.476444411
0.522237007,-0.607999424,-0.598001011
0.696213293,-0.546938601,0.464914205
-0.065687679,0.833372502,0.548794499
0.899024504,-0.128671891,0.418567182
-0.038944449,0.476435454,-0.878346508
0.876973683,0.375429812,-0.299949355
-0.404716703,0.315479526,-0.858298933
-0.04814344,-0.514577189,0.856091424
0.26011045,0.879558608,0.398395795
0.363289669,0.931353422,0.024523867
0.990847292,0.08071552,-0.108197267
0.013309064,0.790997739,-0.611674296
-0.004745525,-0.92076021,-0.390100136
0.568367631,0.116186382,-0.814529902
-0.88850989,-0.175490352,0.423973245
0.71616275,0.676834499,0.17031141
0.860198566,-0.293758669,-0.416850419
0.014845738,0.796883058,-0.603951153
-0.327434557,-0.833263397,-0.445487063
0.763026062,-0.633281855,-0.129403714
-0.68950335,-0.669059001,-0.277389949
0.599636807,-0.424354871,-0.678497342
0.440838434,-0.531105486,0.723594111
