X,Y,Z
0.4459,15597,-0.8951
0.4087,0.8949,0.9127
-0.6548,16948,-0.7558
-0.3218,10507,-0.9468
-0.7739,25508,-0.6333
-0.8014,45318,-0.5982
0.5777,31446,0.8162
0.9172,0.5077,-0.3984
0.8523,19543,-0.5231
-0.7756,0.2731,-0.6312
0.6385,25064,0.7696
0.9780,21586,-0.2087
0.0829,49878,-0.9966
0.7498,40580,-0.6616
0.3171,24283,-0.9484
-0.9366,44722,-0.3504
-0.4261,0.6877,-0.9047
-0.8358,19500,-0.5490
-0.6474,46368,-0.7622
-0.4260,45875,-0.9047
0.3853,35679,-0.9228
-0.9727,30917,-0.2319
0.4425,17164,0.8967
0.2573,46801,0.9663
0.6760,0.6239,-0.7369
0.6704,36529,-0.7420
0.0207,32324,-0.9998
0.4538,41658,0.8911
0.1684,19914,-0.9857
-0.8658,37491,-0.5004
0.8601,41761,0.5101
0.2627,16123,-0.9649
-0.4186,27613,-0.9082
0.3265,48956,-0.9452
-0.8985,27465,-0.4390
-0.8128,16521,-0.5826
0.2697,30974,0.9629
0.2052,18032,0.9787
0.9086,37825,-0.4178
-0.9606,20695,-0.2780
-0.4479,24617,-0.8941
0.0933,34737,-0.9956
0.7464,48637,0.6655
-0.9974,16388,-0.0725
-0.9795,41890,-0.2014
-0.6993,36954,-0.7148
0.9966,47709,-0.0826
0.9534,0.1596,0.3018
0.9960,17843,-0.0890
0.5262,33133,-0.8504
0.8452,14075,-0.5345
-0.1735,11519,-0.9848
0.9332,35556,0.3595
-0.6291,31229,-0.7773
0.9955,29530,0.0946
-0.6488,33022,-0.7609
0.1649,0.2378,-0.9863
0.9813,17439,-0.1922
0.8602,22567,0.5100
-0.9278,12045,-0.3731
0.3267,35752,0.9451
0.8709,42809,0.4915
0.6618,14075,-0.7497
0.4646,36553,-0.8855
0.5095,0.6888,-0.8605
-0.1268,41836,-0.9919
0.7349,0.6930,-0.6782
0.7421,29410,-0.6703
0.7575,18308,0.6529
0.8231,40338,0.5679
0.9945,25189,-0.1051
0.2117,24480,-0.9773
0.7758,43852,0.6310
0.8076,17657,-0.5897
0.0819,22472,-0.9966
0.2835,48177,0.9590
0.5519,0.2115,0.8339
0.8530,48648,-0.5219
0.9784,0.9460,-0.2067
0.9304,33356,-0.3665
-0.5579,29322,-0.8299
-0.1506,33756,-0.9886
0.6039,18051,-0.7971
-0.4659,31014,-0.8848
0.6696,40558,0.7427
-0.6076,0.0963,-0.7943
-0.4848,0.4194,-0.8746
-0.6935,48740,-0.7204
-0.4776,32567,-0.8786
0.4639,11562,-0.8859
-0.1046,20175,-0.9945
0.3533,0.6101,0.9355
0.4408,13422,-0.8976
-0.6441,12892,-0.7649
0.4334,16583,0.9012
0.0953,0.7612,0.9954
0.4771,17400,-0.8789
-0.8660,0.6083,-0.5000
-0.3473,44208,-0.9378
0.3478,0.4714,-0.9376
0.9433,46502,-0.3318
-0.3289,19951,-0.9444
0.9551,0.2370,-0.2962
0.9780,17119,0.2084
-0.5019,36798,-0.8649
-0.8508,39734,-0.5255
-0.1719,27245,-0.9851
-0.0685,34311,-0.9976
0.4151,44682,-0.9098
0.7328,0.2740,-0.6804
-0.9199,15183,-0.3922
-0.3277,0.2310,-0.9448
0.8062,0.9774,0.5916
-0.9905,36008,-0.1373
0.3290,36088,0.9443
0.9553,43890,0.2955
0.6681,29122,-0.7440
0.9150,0.3534,-0.4035
-0.4373,46137,-0.8993
0.5576,40019,-0.8301
0.1731,14297,0.9849
0.8447,27183,-0.5353
0.7739,49239,-0.6333
-0.4613,35784,-0.8873
0.6692,41948,-0.7431
0.9799,21663,-0.1994
0.9983,23531,0.0587
0.2888,28036,-0.9574
0.1600,13455,-0.9871
0.0566,37451,0.9984
-0.9842,25194,-0.1769
0.5151,32340,0.8571
0.3973,15387,0.9177
0.8195,0.6936,0.5731
-0.8937,23779,-0.4486
-0.3304,18123,-0.9438
0.0095,39406,-10000
0.9981,39015,0.0615
-0.8000,33426,-0.6000
0.9671,0.6675,0.2543
-0.8761,0.1078,-0.4821
0.9982,27992,-0.0608
0.6874,15041,-0.7263
0.8630,46970,0.5052
0.9741,49045,0.2260
0.4383,14331,0.8988
0.4917,40041,0.8708
0.0039,44806,-10000
0.9886,29876,0.1506
-0.5961,44201,-0.8029
-0.9897,47187,-0.1434
0.9342,27458,0.3567
0.7072,36419,-0.7070
0.6371,28838,-0.7707
0.4341,0.1293,0.9009
0.9644,22327,-0.2645
0.9735,32315,-0.2289
0.6150,26060,0.7885
0.7935,18616,0.6085
0.9115,46857,-0.4113
-0.6509,41477,-0.7591
-0.4261,42454,-0.9047
0.5097,18627,0.8604
-0.9909,29659,-0.1347
0.6727,43628,-0.7399
-0.7029,46675,-0.7113
0.1003,33423,0.9950
0.9766,10339,0.2152
0.7087,32693,-0.7055
0.6045,0.3603,-0.7966
-0.9608,20336,-0.2773
0.9974,33347,0.0721
-0.9801,46686,-0.1986
-0.9439,40548,-0.3304
0.7754,24227,-0.6314
-0.8979,37837,-0.4402
0.7559,20852,0.6547
0.7577,48589,0.6526
0.9657,49399,0.2598
-0.7608,43207,-0.6490
0.9994,19444,-0.0333
0.7663,22737,-0.6425
0.1270,12334,0.9919
0.9965,39221,-0.0832
0.8081,44142,0.5890
0.5377,45686,-0.8432
0.4500,27914,-0.8930
0.7333,29943,0.6799
-0.9236,0.7444,-0.3833
-0.8095,44986,-0.5872
-0.6844,22520,-0.7291
0.2681,10284,-0.9634
0.7136,44983,0.7006
0.7996,38129,0.6005
-0.9597,44124,-0.2811
0.3057,14248,-0.9521
0.7908,33661,-0.6121
0.3833,33214,-0.9236
0.9989,0.6141,-0.0462
0.9834,20366,-0.1813
-0.1936,13764,-0.9811
0.4469,35833,-0.8946
-0.9973,14169,-0.0729
0.0750,44810,0.9972
-0.7054,41329,-0.7088
-0.8773,19501,-0.4799
0.1831,24895,-0.9831
-0.5949,34740,-0.8038
0.6719,41718,-0.7406
0.0290,30481,-0.9996
0.2260,28737,0.9741
0.3667,16302,0.9304
-0.9693,22821,-0.2457
0.9443,35690,0.3292
-0.2980,44220,-0.9546
0.4094,36043,-0.9124
0.8474,0.0931,-0.5310
0.2666,33739,0.9638
0.3874,21925,-0.9219
0.0798,21891,0.9968
-0.1497,0.5852,-0.9887
0.9869,40734,0.1615
10000,16243,-0.0015
0.8248,12311,-0.5655
0.9890,17136,0.1476
10000,18785,-0.0007
-0.6679,27328,-0.7443
-0.8235,28096,-0.5673
0.0043,19791,10000
-0.6921,19907,-0.7218
-0.9882,25768,-0.1530
0.8790,32877,-0.4768
0.5284,47546,0.8490
0.9999,36117,0.0118
-0.6236,20004,-0.7817
0.1669,41594,-0.9860
0.5649,0.6717,-0.8252
0.0864,0.3023,0.9963
-0.7405,0.4212,-0.6721
0.6294,0.8195,0.7770
0.9947,16211,-0.1030
0.2010,15086,-0.9796
-0.6218,0.0584,-0.7831
0.4325,26995,-0.9016
0.6447,0.4769,-0.7644
-0.8428,0.7326,-0.5383
0.9346,31557,-0.3556
-0.4837,42966,-0.8752
0.2393,48711,-0.9709
0.9233,28542,-0.3842
-0.3748,49843,-0.9271
-0.2008,27677,-0.9796
0.9728,25773,-0.2315
-0.3152,16534,-0.9490
0.7363,21500,0.6766
0.0816,24590,0.9967
0.9554,0.3552,0.2952
0.0497,44387,-0.9988
0.9252,0.3232,-0.3795
-0.8738,21809,-0.4863
0.4273,41331,0.9041
0.5372,19727,0.8435
0.7570,30674,0.6534
-0.3355,40932,-0.9420
0.9425,44312,-0.3342
-0.9944,46556,-0.1059
0.4198,0.9539,-0.9076
-0.0970,12929,-0.9953
-0.7242,44893,-0.6896
-0.6657,29668,-0.7463
0.4096,25192,-0.9123
-0.9030,30640,-0.4296
0.9489,40971,-0.3156
0.6039,26594,-0.7971
0.9905,10104,0.1376
0.9878,22695,0.1559
0.9912,21396,-0.1322
-0.9875,48303,-0.1577
-0.9479,31003,-0.3186
-0.0647,34769,-0.9979
0.8021,36008,-0.5972
0.9983,17345,-0.0576
0.3430,25850,-0.9394
0.7502,27835,0.6612
0.9705,0.7825,0.2412
0.1472,28103,0.9891
0.8034,34740,-0.5954
-0.0386,21323,-0.9993
-0.8787,41814,-0.4775
0.9657,36569,-0.2595
0.8636,18002,0.5042
0.4120,22711,-0.9112
-0.9098,19319,-0.4150
-0.3099,38778,-0.9508
-0.7491,36714,-0.6625
-0.2441,21514,-0.9698
0.4821,34688,-0.8761
0.7915,47261,-0.6111
0.5520,39212,-0.8338
0.5541,35279,0.8324
0.7646,0.5467,-0.6445
0.2626,19497,0.9649
0.9907,29545,-0.1360
0.1980,22969,0.9802
-0.4228,0.2517,-0.9062
0.9990,11434,0.0445
-0.2071,41709,-0.9783
0.9997,0.0782,0.0242
0.9910,43186,0.1338
-0.9491,0.3903,-0.3150
-0.3617,33452,-0.9323
-0.4926,25011,-0.8703
10000,10900,0.0055
0.6693,28581,0.7430
0.0524,0.6109,-0.9986
0.8595,33558,0.5111
0.9992,29979,0.0408
-0.9995,0.2799,-0.0316
0.9542,0.2817,-0.2993
0.2492,0.7625,-0.9685
0.3856,0.0981,0.9227
-10000,21759,-0.0054
0.5716,41611,-0.8205
0.4159,30870,-0.9094
0.5656,26006,-0.8246
0.8834,43193,0.4686
-0.0512,0.4885,-0.9987
0.8492,45403,0.5281
0.6055,0.5401,-0.7958
-0.9858,25850,-0.1677
-0.6758,0.7158,-0.7371
0.9665,27969,0.2567
0.6135,0.0229,-0.7897
-0.7520,38334,-0.6591
0.0367,42435,-0.9993
0.9612,45841,-0.2757
-0.6188,49348,-0.7855
0.9434,25257,0.3318
-0.4136,13571,-0.9105
0.3794,0.5038,0.9252
-0.2983,25392,-0.9545
0.8935,29280,0.4491
-0.6302,38144,-0.7765
-0.2143,0.4148,-0.9768
-0.9092,33080,-0.4163
0.9105,25849,-0.4135
0.9969,0.8552,0.0786
0.8441,46928,-0.5361
0.4218,29524,-0.9067
0.9945,22032,-0.1045
0.9960,47096,-0.0896
0.9983,32796,0.0582
0.9894,22597,-0.1450
0.2555,41985,0.9668
-0.5532,26631,-0.8330
0.9799,27694,0.1995
-0.4418,34003,-0.8971
-0.8458,18359,-0.5334
0.9611,11965,-0.2761
0.5231,28946,-0.8523
0.5571,43344,-0.8304
0.9998,20339,-0.0222
0.8831,0.5631,0.4691
0.0795,22192,-0.9968
0.9998,15009,-0.0219
0.3805,20069,-0.9248
0.6779,41668,0.7352
0.7085,20181,0.7057
-0.3545,19509,-0.9351
0.9687,18022,-0.2481
0.9219,0.7013,-0.3874
0.8290,13007,-0.5592
0.5752,0.4341,0.8180
-0.3175,21470,-0.9483
-0.0718,12864,-0.9974
-0.8463,14878,-0.5327
0.2798,21243,0.9601
0.9951,0.5960,-0.0993
0.6355,24753,-0.7721
0.9917,35320,-0.1285
0.8394,12179,-0.5436
0.9958,39254,-0.0911
0.8372,0.3704,-0.5468
0.9673,19694,0.2535
0.7780,0.0170,-0.6283
0.0297,11034,0.9996
-0.5144,0.0065,-0.8576
-0.8783,0.9459,-0.4782
-0.8693,0.7124,-0.4942
-0.9554,13404,-0.2952
0.3295,0.8745,-0.9442
0.5159,0.6932,-0.8566
0.1525,29944,-0.9883
0.8977,45053,0.4407
0.9834,46969,-0.1817
0.8794,11059,0.4762
0.3112,24134,0.9504
0.1281,18801,0.9918
-0.6178,26189,-0.7864
-0.7934,13244,-0.6087
0.9903,0.3418,0.1390
-0.9038,21816,-0.4279
0.7865,0.8693,-0.6176
0.8007,0.1305,-0.5991
0.6087,47734,0.7934
0.6549,21530,-0.7557
0.2795,48078,-0.9601
0.9997,38121,0.0225
0.9389,0.0367,0.3443
0.7707,34002,-0.6372
0.0677,35298,-0.9977
-0.7604,32256,-0.6494
0.9288,27615,-0.3706
-0.3292,10905,-0.9443
-0.9781,38618,-0.2080
0.9147,11401,0.4041
-0.4139,18543,-0.9103
0.4916,44546,-0.8708
0.9950,42819,0.0994
0.1217,20122,-0.9926
0.9466,15901,0.3225
0.2852,30432,-0.9585
0.9969,45510,0.0788
0.9845,45455,0.1752
0.4912,29580,-0.8710
-0.9957,16629,-0.0921
-0.0117,42653,-0.9999
0.4157,22120,-0.9095
-0.2928,45218,-0.9562
-0.5990,0.1659,-0.8008
0.7447,26621,0.6674
0.4396,35825,-0.8982
0.5046,0.8965,0.8634
0.2692,16827,-0.9631
0.8857,0.9386,0.4642
0.2946,16096,-0.9556
0.7848,20193,0.6198
0.9145,27428,0.4047
0.2061,0.2437,-0.9785
-0.5251,27637,-0.8510
0.8348,13741,0.5506
0.2366,12075,0.9716
-0.0272,12157,-0.9996
0.9998,0.7708,0.0217
0.4761,47821,-0.8794
0.7065,46783,0.7077
0.8863,40936,0.4632
-0.7051,36413,-0.7091
0.6055,0.8791,0.7958
0.0477,18019,0.9989
0.7535,0.9439,-0.6574
0.5187,0.0060,0.8550
0.9321,15821,-0.3622
-0.7457,34981,-0.6663
-0.5883,31263,-0.8086
0.3400,27153,-0.9404
0.9262,21952,0.3770
0.7325,14371,0.6808
0.8359,25083,0.5489
-0.0697,38077,-0.9976
0.8110,38120,-0.5850
-0.9115,28803,-0.4113
-0.8646,37383,-0.5024
-0.8007,32277,-0.5990
0.9984,0.6161,0.0565
0.6909,25220,-0.7230
-0.6263,17363,-0.7796
0.6903,0.4607,-0.7236
-0.7677,0.7392,-0.6408
-0.9666,0.9908,-0.2562
0.6469,33614,0.7626
0.8776,21576,-0.4794
0.3257,34720,0.9455
0.9900,12839,0.1409
0.9229,0.0488,-0.3850
0.7643,26614,0.6449
0.5397,13970,0.8418
0.0522,47312,0.9986
-10000,45322,-0.0025
0.5925,19634,0.8056
0.9677,0.1243,-0.2522
0.0473,33572,0.9989
0.7931,41859,-0.6091
0.6357,48575,-0.7719
0.8053,0.2847,0.5929
-0.4769,22516,-0.8790
0.7007,29124,-0.7134
0.4504,34332,0.8928
0.9075,35972,-0.4201
0.6666,32502,0.7455
0.9430,36346,0.3327
0.9286,18692,-0.3711
-0.3969,29079,-0.9179
10000,0.5806,-0.0012
-0.9236,0.2883,-0.3833
0.9817,48988,-0.1907
0.9996,14241,-0.0270
0.9561,29749,0.2929
0.4924,48108,0.8704
0.0833,0.9289,0.9965
0.8859,0.9652,0.4639
0.9204,17082,-0.3909
0.3314,46645,0.9435
0.9179,19533,-0.3968
-0.9968,13661,-0.0799
-0.8422,0.7597,-0.5392
0.6028,19855,0.7979
0.6529,18736,-0.7575
0.6677,0.6556,0.7444
-0.5514,21752,-0.8343
0.8582,0.4576,-0.5133
0.9850,30731,-0.1725
-0.9887,0.0549,-0.1502
0.9702,28663,-0.2424
0.1366,39486,-0.9906
-0.9729,11768,-0.2313
0.6715,22401,-0.7410
-0.6160,28468,-0.7878
-0.8365,0.3070,-0.5480
-0.5666,24814,-0.8240
-0.7710,32116,-0.6369
-0.6286,11063,-0.7777
-0.9799,41853,-0.1996
0.9890,48554,-0.1478
-0.2402,42319,-0.9707
0.8233,25300,-0.5675
0.9910,13944,0.1339
0.7042,37331,-0.7100
0.8158,11847,-0.5783
0.5030,47867,-0.8643
-0.8343,31013,-0.5514
0.6743,30013,-0.7385
0.6386,0.8630,0.7695
0.5598,0.4517,0.8287
-0.2927,12763,-0.9562
-0.5551,42929,-0.8318
0.8874,45553,-0.4611
0.9923,34982,-0.1239
0.3843,36259,-0.9232
-0.5648,11494,-0.8252
0.2429,28803,0.9701
-0.9261,40531,-0.3772
-0.8785,20192,-0.4778
-0.7842,49422,-0.6205
-0.7078,0.4500,-0.7064
0.9769,16047,-0.2137
0.9056,25570,-0.4242
-0.9700,0.3030,-0.2430
0.3186,36284,0.9479
0.9576,27828,0.2880
0.9443,26468,0.3292
-0.9557,41499,-0.2944
0.6113,42938,0.7914
0.3042,39451,0.9526
0.0735,15892,0.9973
0.6169,22610,0.7871
0.8471,37611,0.5314
0.7502,0.5493,-0.6612
-0.6697,0.5487,-0.7426
0.3027,13494,-0.9531
-0.8074,26232,-0.5901
-0.9894,48633,-0.1451
0.2829,35520,0.9592
-0.1504,15593,-0.9886
-0.1772,14573,-0.9842
-0.0019,42518,-10000
0.5893,45582,-0.8079
0.9962,31964,-0.0869
-0.9929,12769,-0.1186
0.6769,0.4433,0.7360
0.8741,41913,-0.4857
0.6346,29236,0.7728
0.0685,47405,-0.9977
0.5064,0.3051,-0.8623
-0.9675,29232,-0.2528
-0.6715,14255,-0.7410
0.9998,41387,-0.0182
-0.0118,0.9549,-0.9999
0.4603,22126,0.8877
-0.8490,19671,-0.5285
0.0546,41329,0.9985
0.8270,33844,-0.5622
0.9821,10380,0.1885
0.0024,15905,10000
-0.2127,0.6691,-0.9771
0.3733,33573,-0.9277
0.5808,28550,-0.8140
0.8967,0.8488,0.4426
0.7557,0.7383,0.6549
-0.8905,23804,-0.4549
-0.6679,45405,-0.7442
0.1236,27609,-0.9923
-0.9645,0.1647,-0.2640
0.7761,0.2693,-0.6306
0.0119,40253,-0.9999
-0.6765,22569,-0.7365
-0.5532,19132,-0.8331
0.4322,39482,0.9018
0.9992,18214,0.0411
0.5946,26617,-0.8040
0.4023,35583,0.9155
-0.8823,43574,-0.4708
0.9317,16434,0.3632
0.9467,32506,0.3221
0.8805,48742,-0.4740
-0.6464,0.3798,-0.7630
0.9469,29351,-0.3215
-0.1567,20694,-0.9876
-0.8068,15457,-0.5908
-0.5387,13192,-0.8425
0.4751,37938,0.8799
-0.9438,49761,-0.3304
-0.4151,0.9329,-0.9098
-0.9681,39057,-0.2506
0.4888,0.9790,-0.8724
-0.9980,49618,-0.0626
0.4657,40113,0.8849
-0.6005,21211,-0.7997
-0.9048,36443,-0.4259
-0.1221,24918,-0.9925
0.5466,40450,-0.8374
-0.8874,17825,-0.4610
0.0217,0.3662,0.9998
-0.0058,29550,-10000
-0.1688,45509,-0.9857
-0.9576,0.9688,-0.2882
-0.1646,21618,-0.9864
-0.9762,37458,-0.2167
0.7250,0.1959,-0.6888
0.9019,47316,0.4318
0.9860,38184,-0.1670
-0.9116,27941,-0.4110
-0.9283,0.9192,-0.3719
0.8673,24897,0.4978
0.4323,25892,0.9017
0.8102,49712,-0.5861
-0.8706,42743,-0.4920
0.7317,48120,0.6816
0.0224,33947,-0.9997
-0.1844,20175,-0.9828
0.9304,46749,0.3666
-0.9988,23974,-0.0487
-0.9741,11590,-0.2263
10000,19815,0.0059
0.9560,35254,-0.2934
0.7885,27928,-0.6150
0.9562,37832,0.2927
0.9818,49774,0.1901
0.8574,48122,0.5146
-0.2121,26753,-0.9772
0.9926,48194,0.1216
0.8686,0.5781,-0.4954
0.2934,0.2572,-0.9560
-0.9582,15217,-0.2862
0.8603,29010,0.5098
0.0200,26548,-0.9998
0.9619,45060,-0.2736
0.9389,27028,0.3443
-0.8805,21599,-0.4741
-0.8238,27133,-0.5668
0.8515,35621,-0.5243
0.6562,0.0834,-0.7546
0.4935,40046,0.8697
0.8119,0.7125,0.5838
0.9496,23924,0.3135
-0.9709,12842,-0.2395
-0.9416,18455,-0.3368
-0.9142,33088,-0.4052
0.8136,0.8480,0.5815
0.2654,13939,0.9642
0.9968,0.9911,0.0803
-0.8125,0.9754,-0.5830
0.9653,16342,0.2611
-0.8678,44017,-0.4969
-0.8506,23555,-0.5258
0.9925,20198,-0.1220
-0.0213,0.8962,-0.9998
0.9982,48446,-0.0605
0.9254,20373,0.3789
0.9236,42224,-0.3833
0.9408,30766,0.3389
-0.4477,18831,-0.8942
0.9487,43859,0.3163
0.1381,39243,0.9904
0.5868,23248,0.8097
-0.9186,40699,-0.3953
0.1554,44922,-0.9879
0.1682,21462,-0.9858
0.9963,16716,0.0864
0.9480,29832,-0.3182
0.8374,45100,0.5465
0.1610,35103,-0.9870
-0.5646,18873,-0.8254
-0.9178,36748,-0.3971
0.8795,47705,0.4760
-0.5659,27141,-0.8244
0.2560,27005,-0.9667
0.8570,15555,-0.5153
-0.4723,0.3562,-0.8814
0.9932,0.9099,-0.1163
0.6535,0.4649,-0.7569
-0.7547,23174,-0.6560
0.8561,0.0467,0.5169
-0.8897,45751,-0.4565
-0.1840,32137,-0.9829
-0.4369,0.0071,-0.8995
0.8021,0.1519,-0.5971
-0.9085,10424,-0.4179
0.3327,22748,-0.9430
-0.8804,0.6363,-0.4742
-0.8632,0.0432,-0.5048
0.8499,36354,0.5269
-0.1955,17706,-0.9807
0.9561,39022,-0.2931
0.1669,21833,0.9860
0.4504,21828,-0.8928
0.9913,0.2461,0.1320
0.9086,0.2482,0.4177
0.4511,0.4555,-0.8925
0.9986,29702,-0.0526
-0.8692,12054,-0.4945
0.3071,42068,0.9517
-0.6345,42861,-0.7729
-0.3112,48181,-0.9503
0.8150,24445,0.5795
0.6646,11016,-0.7472
0.8861,11310,0.4636
0.2911,26839,-0.9567
-0.2808,38105,-0.9598
-0.9846,17378,-0.1746
0.9995,23062,0.0312
0.4381,31966,-0.8989
0.5295,45867,-0.8483
0.9644,0.8079,-0.2645
-0.9611,35782,-0.2763
-0.0825,28887,-0.9966
0.8777,21665,0.4792
0.9902,44212,0.1398
-0.8306,19653,-0.5569
-0.8177,0.8949,-0.5756
-0.9068,31667,-0.4216
-0.9993,31200,-0.0368
0.4106,16397,-0.9118
0.9986,40148,-0.0523
0.9651,49974,0.2620
0.8031,49049,-0.5959
-0.8714,0.6352,-0.4906
0.9865,11612,-0.1637
-0.8275,0.1182,-0.5614
-0.8063,30372,-0.5915
-0.8940,0.5540,-0.4481
-0.7843,20373,-0.6204
-0.7018,44204,-0.7124
-0.6020,27407,-0.7985
-0.0746,18450,-0.9972
-0.0796,10417,-0.9968
-0.5189,22047,-0.8548
-0.3781,47810,-0.9257
0.4834,0.6201,0.8754
0.9852,23538,0.1714
0.8665,42845,-0.4993
-0.6455,0.2170,-0.7638
-0.5410,34581,-0.8410
-0.9343,48949,-0.3565
0.3951,14163,0.9186
0.9822,0.6689,0.1876
0.8712,34264,-0.4909
-0.0937,45473,-0.9956
-0.7086,30543,-0.7056
0.9784,44999,-0.2066
0.0568,0.9672,0.9984
-0.6944,37721,-0.7195
-0.3485,17313,-0.9373
0.2946,20931,-0.9556
-0.9398,0.7786,-0.3417
0.9966,40950,0.0820
0.3197,31246,-0.9475
0.0808,36928,0.9967
0.3188,40256,-0.9478
0.9766,0.3361,-0.2151
-0.7469,47540,-0.6650
0.2243,24879,-0.9745
-0.7253,37757,-0.6884
0.9086,37120,0.4177
0.5707,41556,0.8211
0.0821,0.7825,-0.9966
0.9960,22865,0.0888
-0.1836,30905,-0.9830
0.8015,46609,-0.5980
0.7101,41754,0.7041
0.9473,44771,-0.3202
0.0093,29126,-10000
-0.1600,29137,-0.9871
0.5329,42746,-0.8462
0.4086,0.1743,-0.9127
0.1235,44271,-0.9923
0.8725,20387,-0.4887
0.9368,0.1819,0.3500
0.4158,37307,-0.9095
0.4372,0.7741,-0.8994
-0.8318,0.7195,-0.5551
-0.9934,30298,-0.1149
-0.2019,12724,-0.9794
-0.0744,16208,-0.9972
0.9981,20090,-0.0611
0.2015,20319,0.9795
0.2983,19310,0.9545
0.5538,30490,-0.8326
-0.4237,0.8345,-0.9058
0.8969,0.9405,0.4423
0.9062,0.4731,0.4229
0.9398,16159,0.3416
0.9349,38480,0.3550
-0.8780,11706,-0.4787
0.9975,37018,0.0701
0.5747,34641,-0.8183
-0.5405,41204,-0.8414
-0.8942,41399,-0.4478
0.7389,14668,0.6739
-0.6788,15468,-0.7344
-0.7174,26151,-0.6967
10000,16265,-0.0032
0.4774,41592,0.8787
0.7601,40515,-0.6498
0.9856,27850,0.1690
-0.7493,13148,-0.6622
0.2176,34028,0.9760
0.8294,11683,-0.5586
0.9981,22821,0.0615
-0.9852,19228,-0.1714
0.7828,26930,0.6223
0.9264,49585,0.3767
-0.8439,37761,-0.5366
0.7854,49023,-0.6189
-0.0353,11739,-0.9994
0.8438,26428,-0.5367
0.3040,0.2572,-0.9527
0.3758,37844,-0.9267
-0.6587,30099,-0.7524
-0.3591,42858,-0.9333
-0.9953,49414,-0.0966
0.3520,46474,0.9360
