X,Y,Z,Label
-926.654,736.181,0.985615,9
-410.891,990.477,728.893,8
-736.197,943.462,489.069,9
-0.277203,770.791,788.425,8
-564.261,692.557,645.351,9
42.033,798.893,588.748,7
112.337,988.623,762.541,8
403.625,788.588,604.051,7
-0.541071,799.876,-456.237,5
424.236,516.991,-361.982,6
-887.616,756.874,230.541,9
-913.727,78.924,150.928,9
6.323,474.898,0.295675,6
632.314,614.568,0.29691,6
-886.823,432.649,232.622,9
-862.812,153.079,-494.617,10
-238.789,790.557,779.368,8
-123.984,895.416,-108.105,11
-933.631,255.544,0.629192,9
152.587,924.971,-47.837,5
-943.121,982.092,-0.0626503,9
-837.363,126.223,340.315,9
-303.126,142.896,-102.706,11
-263.041,646.833,-300.454,4
-707.254,316.323,521.806,9
305.738,446.439,-43.587,5
-886.887,307.725,-435.731,10
145.898,927.671,752.222,8
-0.815255,364.695,-108.904,11
481.985,422.435,522.553,7
636.096,856.996,101.212,6
-249.533,535.164,777.391,8
-285.255,507.793,0.635333,3
-295.172,482.057,-244.622,4
-698.688,935.831,530.889,9
-812.243,505.216,383.764,9
189.827,167.995,-472.734,5
-278.919,489.576,-275.579,4
-246.241,300.193,-104.794,11
-128.689,344.131,178.028,2
-177.034,810.023,-390.401,4
626.655,533.585,-0.0993101,6
-360.382,796.269,-100.221,11
635.961,892.605,112.131,6
-946.025,0.73065,-156.322,10
-895.885,800.296,207.853,9
-693.333,582.497,536.438,9
-259.436,231.429,-104.342,11
-328.383,962.906,-113.373,3
-111.591,558.296,-431.759,4
-324.624,286.693,-0.437661,3
-834.852,455.417,344.921,9
-0.718314,185.794,-109.062,11
-583.587,637.381,-860.804,10
-2.547,46.327,776.387,8
0.106204,177.527,783.972,8
-160.642,697.491,-402.372,4
-284.278,73.33,0.651182,3
546.904,569.716,-221.089,6
588.199,221.982,-140.817,6
-0.339017,848.641,-109.594,11
266.443,116.263,-451.809,5
-943.938,296.955,-184.278,10
-908.329,916.687,-371.281,10
-467.906,675.691,-943.931,11
-117.493,333.566,-428.678,4
-481.085,245.427,-935.626,11
-844.987,899.806,-532.345,10
-159.651,46.756,-107.297,11
347.494,827.377,64.908,7
-327.008,719.804,-130.914,4
-453.362,751.517,709.808,8
-742.113,753.224,481.956,9
628.645,436.617,0.0207383,6
-328.837,220.952,-0.955143,3
-639.207,547.427,-811.258,10
394.527,604.122,61.199,7
-387.227,480.686,738.318,8
-328.406,891.885,-11.291,3
-75.909,904.883,46.066,9
562.416,368.534,-194.345,6
352.443,958.441,645.465,7
-755.286,511.891,465.551,9
-884.394,353.825,238.905,9
-0.873812,73.613,-108.804,11
-615.396,138.741,607.306,9
-624.758,817.516,-824.834,10
-861.072,999.182,-498.489,10
158.154,25.735,748.026,8
-461.581,273.212,70.578,8
-398.506,879.334,733.931,8
-148.144,97.005,-410.722,4
-482.836,631.604,-934.502,11
-31.121,368.441,763.102,8
-27.568,382.515,0.781377,3
-925.331,931.333,104.589,9
629.716,910.542,0.0922583,6
-0.530722,486.916,790.323,8
565.583,595.048,-188.457,6
-300.071,976.798,766.058,8
54.749,482.168,42.748,7
169.075,379.096,744.088,8
-0.0677112,469.637,-109.892,11
-317.517,183.115,-182.869,4
62.328,608.225,226.578,7
490.477,431.508,511.973,7
581.438,355.382,359.733,7
-245.475,907.767,-104.819,11
-247.075,843.039,112.433,3
-105.875,949.912,-434.635,4
618.934,175.789,246.523,7
-181.555,480.575,-38.688,4
-312.768,179.466,0.0426076,3
13.654,628.428,-479.912,5
498.457,985.793,501.636,7
-678.092,229.503,-771.952,10
-927.691,257.332,-294.025,10
329.842,98.521,661.463,7
565.618,420.268,-188.391,6
-913.023,449.799,-354.814,10
-413.656,765.399,727.737,8
-812.968,668.711,-591.495,10
-943.784,903.417,-185.982,10
436.046,736.501,-352.014,6
-57.841,367.826,-865.063,10
-213.655,584.775,783.411,8
-812.959,831.171,-59.151,10
-871.513,483.849,-474.558,10
289.409,45.141,-442.948,5
-667.403,685.325,-783.184,10
426.241,250.541,-36.033,6
-660.667,848.407,56.827,9
0.0944709,17.081,-473.141,5
-283.604,805.323,0.661994,3
60.574,698.278,-0.937878,6
335.594,595.235,-421.164,5
6.213,11.554,236.036,7
-874.325,883.538,263.596,9
527.676,626.747,-250.294,6
-906.406,729.094,175.879,9
-73.845,885.377,486.377,9
-299.293,533.024,-102.858,11
367.956,533.707,633.714,7
622.634,13.488,-0.307092,6
-174.811,693.439,163.101,2
-804.075,624.877,396.767,9
360.366,307.583,-407.113,5
-288.203,553.557,-103.289,11
567.129,639.737,-185.523,6
-157.312,591.573,789.546,8
630.176,256.777,185.758,7
-316.054,65.923,-188.283,4
589.428,676.539,340.482,7
518.869,591.818,473.229,7
19.519,681.698,-471.684,5
-28.111,299.098,-271.787,4
-578.971,947.397,-864.604,10
-915.909,901.373,142.941,9
103.973,382.559,-48.141,5
236.878,668.319,715.209,8
602.214,429.439,305.479,7
-100.751,573.291,18.165,2
-313.011,302.021,0.035305,3
-644.416,692.436,582.917,9
156.379,777.916,-477.928,5
-702.781,429.471,526.581,9
-709.125,12.343,519.786,9
-597.345,487.763,621.417,9
-164.365,834.157,-107.181,11
631.026,671.639,0.188679,6
582.225,236.891,35.791,7
0.777488,421.515,-481.021,5
598.772,394.971,-113.934,6
128.932,27.17,75.765,8
-234.852,453.894,-105.168,11
-224.645,604.625,132.571,3
-264.927,933.048,0.924342,3
628.847,730.012,1.95,7
273.121,318.774,696.377,7
-204.232,63.126,147.152,3
-298.497,583.337,766.463,8
-268.831,148.738,-104.008,11
-304.207,833.667,-223.604,4
-140.181,447.377,-415.717,4
-849.214,675.983,-523.762,10
635.661,124.739,122.491,6
59.102,49.034,-134.007,6
-328.251,147.937,-115.741,3
-947.615,382.533,-0.847565,10
-842.074,240.122,331.497,9
-119.532,733.974,791.413,8
-895.383,894.903,209.285,9
-621.684,636.003,602.205,9
-946.332,30.815,-0.480544,9
-224.185,829.133,781.816,8
0.851893,524.429,-481.277,5
-697.945,770.407,531.665,9
-922.322,822.807,-318.334,10
-29.797,916.434,0.403718,3
-487.984,505.975,-931.169,11
-312.287,928.342,-200.894,4
-824.634,645.498,363.033,9
-408.899,885.659,729.719,8
-945.353,278.723,-166.612,10
-476.392,496.917,698.236,8
-806.839,679.523,-601.816,10
-257.177,749.884,775.893,8
305.274,292.928,677.457,7
517.348,246.275,475.453,7
-120.066,138.625,-108.186,11
-898.676,874.699,199.745,9
628.626,586.537,0.0195164,6
-87.998,792.168,249.986,9
630.707,964.464,181.774,7
558.725,740.319,-201.011,6
0.146856,541.636,783.386,8
-850.376,276.075,315.354,9
-863.571,991.125,-492.914,10
-947.532,84.273,-118.796,10
-77.308,766.844,442.041,9
-578.871,354.826,635.078,9
-904.112,566.714,-385.215,10
-319.782,757.529,760.712,8
41.839,796.081,590.576,7
-247.857,731.933,-320.895,4
537.044,603.103,-236.544,6
-0.15182,346.533,-109.807,11
-328.306,18.537,-114.781,3
-784.267,507.081,426.385,9
-328.139,514.466,-117.549,3
-260.029,637.083,775.315,8
281.232,449.651,691.809,7
-847.524,281.216,32.099,9
-244.377,394.461,11.512,3
-232.813,706.889,780.403,8
479.125,680.827,-310.325,6
-0.432816,653.465,789.688,8
-269.442,785.227,0.86669,3
-0.520294,305.449,-109.357,11
-933.969,676.338,0.609837,9
626.512,214.372,209.367,7
-138.364,943.838,-416.824,4
-419.797,891.211,725.126,8
-315.482,858.916,-0.0426281,3
-240.488,79.837,779.065,8
-919.107,202.577,130.697,9
-327.676,705.325,758.422,8
-0.440673,397.468,-109.465,11
-928.276,247.241,0.90902,9
217.576,386.857,-466.637,5
500.582,898.209,498.815,7
-91.221,200.799,156.316,9
-217.775,827.253,782.804,8
608.441,632.848,-0.852971,6
-777.785,279.545,-647.272,10
-878.297,304.823,-458.013,10
-232.481,168.389,-339.101,4
-522.305,107.726,672.418,9
-258.472,547.678,100.146,3
514.802,827.896,479.134,7
-745.996,45.188,-691.558,10
418.456,750.193,-366.658,6
-0.160029,50.133,165.925,2
104.059,855.057,764.829,8
11.597,946.914,761.505,8
-721.123,785.593,-722.996,10
-569.039,458.548,642.041,9
0.818352,816.914,-481.176,5
-192.033,874.287,-378.321,4
-699.004,136.207,-748.947,10
-376.368,223.942,742.364,8
596.987,790.166,320.527,7
624.456,322.682,220.603,7
-44.809,321.843,712.334,8
-931.864,21.889,0.726818,9
-2.971,88.695,-240.424,4
-89.406,964.066,-415.771,10
-925.277,579.928,10.483,9
-82.533,684.288,361.829,9
566.654,828.668,-18.643,6
302.918,418.186,678.919,7
49.399,454.548,-29.366,6
635.835,596.455,0.804442,6
429.918,626.521,-357.257,6
495.235,936.428,-292.202,6
-0.413994,541.705,-460.414,5
-190.216,438.283,786.453,8
-689.855,221.127,539.989,9
-350.333,477.471,751.368,8
-0.983271,852.785,181.775,2
-313.782,756.815,-196.089,4
0.533859,786.924,776.703,8
-305.562,835.993,-220.106,4
-307.885,527.671,-21.385,4
-703.407,568.904,525.918,9
-289.976,563.457,-255.303,4
-91.658,215.385,-341.543,10
-153.746,997.205,171.346,2
388.571,300.136,-388.878,5
-10.773,438.308,181.121,2
261.333,636.425,702.781,7
-344.358,398.661,-100.957,11
-752.173,293.602,4.695,9
339.775,567.415,-418.914,5
-0.289804,54.761,-109.653,11
-164.743,686.256,788.967,8
-166.724,903.186,-107.122,11
450.593,84.624,-338.924,6
-288.555,747.936,768.939,8
-883.187,565.369,-445.526,10
0.0347026,151.445,784.948,8
389.854,340.381,-387.988,6
-934.067,783.434,-260.285,10
555.999,170.898,-205.806,6
-489.584,286.863,-930.124,11
449.867,304.661,-3.396,6
-142.993,438.332,790.465,8
-850.463,441.634,31.518,9
632.348,254.348,0.3,6
-593.165,819.678,624.576,9
-920.905,321.988,-324.296,10
-368.221,655.145,-998.495,11
-1.031,219.452,791.663,8
0.590923,833.601,-479.867,5
-747.646,340.259,475.162,9
-883.058,732.088,-445.861,10
395.879,195.861,610.827,7
113.189,842.678,7.623,8
-136.018,894.533,-107.847,11
-240.825,416.036,11.854,3
-400.946,308.713,732.956,8
615.213,531.125,-0.617896,6
-803.683,625.333,-607.023,10
0.430301,978.944,-47.828,5
-192.285,104.269,-106.446,11
126.333,442.921,-480.617,5
328.692,166.568,662.244,7
36.063,506.285,-406.953,5
-578.841,139.914,-86.471,10
-128.758,527.085,-42.247,4
-263.874,714.104,0.937332,3
21.309,942.921,-467.734,5
-323.533,667.542,-155.499,4
627.866,38.274,-0.0280491,6
570.059,712.776,384.611,7
540.586,629.026,-231.115,6
-171.063,436.249,78.842,8
204.287,203.339,730.071,8
634.503,524.597,143.956,7
-407.585,901.397,730.261,8
-602.597,785.179,-844.672,10
625.298,498.292,-0.173808,6
479.187,789.634,52.595,7
-0.452466,370.678,-109.449,11
-945.448,979.783,-16.526,10
-328.774,205.625,-0.895586,3
-905.737,941.152,-379.933,10
527.511,945.966,-250.528,6
-767.896,847.732,-661.597,10
632.862,829.102,163.102,7
-30.934,715.031,-209.742,4
-689.362,527.484,540.489,9
-853.592,418.156,308.878,9
-29.315,949.169,0.497645,3
-947.396,675.324,-124.611,10
-72.626,168.445,-716.709,10
-525.113,62.809,-90.582,10
33.736,630.116,656.284,7
601.917,367.785,306.365,7
-914.619,362.079,147.695,9
0.918407,467.244,-481.408,5
176.385,966.674,741.346,8
-290.761,897.752,0.541231,3
0.87384,523.772,-48.133,5
-0.282079,431.827,78.847,8
-0.351481,771.411,-109.579,11
-295.711,109.438,-243.462,4
-107.134,331.836,791.633,8
632.868,161.254,163.047,7
-362.444,196.878,-100.124,11
-568.419,927.337,642.473,9
-157.437,756.076,-404.574,4
486.849,36.578,516.544,7
-0.783019,659.346,-447.096,5
634.102,632.474,149.309,7
60.857,989.679,285.405,7
-631.359,54.14,594.161,9
-909.433,305.468,165.874,9
496.838,0.43021,-290.311,6
-827.206,305.384,358.565,9
622.774,584.865,-0.300422,6
-287.403,822.899,0.599615,3
-24.447,47,-325.099,4
-342.406,283.073,753.917,8
109.662,607.219,-481.306,5
542.608,531.285,-227.955,6
-667.576,313.355,-783.006,10
-584.594,553.046,630.928,9
-337.291,414.138,-101.272,11
-310.279,412.806,-207.004,4
636.035,803.628,0.897009,6
-437.168,571.544,717.423,8
-609.798,942.665,-838.351,10
-191.211,366.146,154.891,2
635.529,819.763,125.813,6
-289.834,760.882,-255.582,4
-906.421,140.571,-37.768,10
102.732,571.641,-481.424,5
-447.199,577.656,712.756,8
-303.758,662.392,0.278113,3
345.855,816.412,650.262,7
-873.124,442.642,-470.705,10
350.504,478.604,646.889,7
13.989,897.339,754.195,8
-920.327,57.434,125.832,9
-902.607,932.663,-390.013,10
-348.424,269.963,75.199,8
143.999,266.147,752.851,8
-397.009,130.608,734.524,8
-943.319,132.795,-0.0827493,9
-0.203786,882.866,-109.751,11
-325.131,323.129,-145.727,4
-0.58574,833.217,790.626,8
-465.795,874.136,703.671,8
507.677,606.137,489.175,7
552.422,34.548,-211.944,6
110.695,479.634,763.003,8
284.622,201.285,-444.899,5
-523.046,993.169,-907.293,10
-637.232,18.793,-813.145,10
587.997,538.643,344.055,7
-462.745,97.272,705.201,8
-187.034,512.396,-382.475,4
-545.277,838.353,658.032,9
-28.197,194.567,770.506,8
248.953,905.059,-457.731,5
-456.808,132.284,708.133,8
-295.608,297.425,-243.684,4
622.618,816.452,-0.307836,6
-932.968,106.427,-2.666,10
-274.358,724.568,-103.808,11
634.384,807.136,145.616,7
202.442,526.629,730.857,8
-138.576,53.137,175.784,2
-0.860791,743.921,-443.811,5
-448.817,308.226,711.988,8
-398.026,362.705,-983.627,11
-943.074,978.159,-0.05787,9
491.334,926.142,510.882,7
541.644,668.329,437.494,7
-0.0911998,613.397,-109.869,11
255.743,369.001,-455.515,5
-91.866,805.119,132.447,9
-881.738,640.595,-449.279,10
-520.301,471.831,-909.239,10
594.385,651.459,327.614,7
625.256,907.134,-0.176046,6
-94.699,202.933,-0.62041,9
281.168,696.176,-446.272,5
514.823,628.158,479.103,7
-945.861,453.222,-0.400294,9
12.593,30.334,758.565,8
-946.681,235.431,-0.549283,9
-372.081,889.157,743.914,8
-428.576,696.262,-967.138,11
599.353,207.669,-112.338,6
-344.263,29.932,753.328,8
-0.362982,675.879,78.916,8
-242.347,503.645,77.873,8
-419.158,758.053,-97.236,11
426.635,591.167,582.714,7
-331.687,741.342,757.225,8
372.109,729.658,630.455,7
590.233,357.186,-135.932,6
-800.555,22.036,-612.115,10
123.874,585.656,759.184,8
-942.977,125.097,-194.418,10
632.951,513.146,0.35739,6
-919.538,447.416,128.988,9
287.676,725.045,-443.661,5
-31.744,825.094,-183.165,4
635.273,359.826,131.293,6
424.711,593.619,-361.592,6
-348.337,961.545,752.018,8
395.117,687.611,-384.278,6
0.85357,669.914,769.634,8
-194.121,246.579,785.994,8
158.172,251.279,74.802,8
-163.926,250.181,789.034,8
-871.874,791.431,269.308,9
-915.894,577.348,-344.163,10
-23.411,489.976,124.658,3
-259.691,183.797,-305.209,4
582.842,907.624,-153.139,6
-844.693,441.016,32.649,9
-308.374,161.202,76.387,8
-0.881259,323.933,-108.791,11
-945.141,333.985,-0.295386,9
-273.925,294.043,-103.823,11
0.602533,988.715,775.304,8
0.496169,334.453,777.443,8
-863.779,14.379,-492.446,10
433.819,680.231,575.656,7
