X,Y,Z
-226.838,821.656,-105.424
-328.766,579.487,-102.856
54.849,436.685,425.727
-755.026,367.766,465.882
-321.069,425.991,760.344
-252.683,963.194,-314.694
-27.861,401.817,-276.106
-480.947,340.717,-935.715
366.314,432.374,-403.473
633.094,910.238,160.756
-0.325911,363.133,-463.067
-579.225,172.831,634.823
-0.218839,773.253,-109.735
603.467,625.489,-100.616
-932.261,258.573,0.705383
-824.401,831.613,-571.448
-0.679762,919.682,791.055
-937.606,976.559,0.383517
-63.668,301.942,589.634
-267.018,740.882,773.852
-271.375,0.0671966,-287.923
615.847,29.374,259.145
-287.749,895.189,-259.632
49.091,437.324,511.423
600.435,11.042,310.732
-120.769,835.974,-426.918
-302.369,207.361,-228.182
-0.577857,121.848,179.188
-947.217,904.436,-13.062
-215.624,847.589,783.124
615.588,43.248,-0.603781
116.473,687.395,-481.094
-468.517,432.998,702.293
-928.085,740.158,0.918223
-938.182,834.659,0.344013
-21.315,11.745,-359.203
-791.535,97.789,-626.428
-72.659,393.751,-716.301
-241.146,767.536,778.947
-225.679,970.418,781.578
634.998,821.902,136.319
-328.477,708.124,-111.466
-253.069,434.527,106.168
-569.845,877.782,641.478
-776.258,288.043,-649.519
-945.523,131.179,-164.166
206.602,722.422,-469.245
607.397,740.064,289.283
412.822,257.599,595.746
-895.156,463.912,-412.597
-313.521,971.836,0.0198054
-893.904,640.267,-416.219
-23.562,972.594,-105.144
-116.813,380.618,180.057
-934.355,494.672,0.587366
629.248,394.486,19.231
136.336,132.972,755.335
119.012,861.089,-48.099
-161.001,318.416,789.267
-397.802,615.709,73.421
-327.825,219.388,-121.945
-882.011,25.236,244.938
-931.566,417.368,-274.316
609.183,696.754,-0.82885
607.097,344.048,290.259
497.465,409.557,502.944
-402.223,418.473,732.443
-324.571,268.705,-149.359
630.347,120.698,0.137348
-290.216,572.309,0.550925
-890.959,805.577,22.159
-223.161,324.782,133.741
614.496,612.977,26.435
-899.647,305.453,-399.206
-16.914,742.111,788.592
-0.898349,657.943,-442.161
-410.904,50.966,728.887
-866.296,58.483,281.923
104.224,234.779,-481.407
474.986,931.372,-314.736
-128.743,565.531,-422.479
-316.729,884.406,-185.827
191.783,204.463,-472.358
580.956,406.339,-157.305
-147.532,338.316,-107.586
-244.407,7.34,778.353
-833.774,633.568,346.878
-248.528,371.269,110.953
28.774,924.429,688.045
513.802,879.969,480.567
-609.908,644.247,-838.254
-665.587,863.946,563.686
538.691,332.855,-234.036
-299.436,289.842,0.373353
0.530664,380.026,776.766
-132.833,897.549,177.149
632.941,50.99,162.315
-945.418,889.632,-165.685
0.367247,416.051,-477.505
-0.0556792,256.361,160.452
-183.497,658.535,158.958
0.642899,993.507,-480.262
-233.004,875.509,125.624
-831.394,680.042,35.116
-0.268925,472.466,-109.678
-939.013,736.267,-228.009
593.736,445.125,329.345
-885.432,214.456,236.237
-212.233,354.001,783.616
-654.266,699.327,-796.536
-489.775,581.474,-929.999
-839.107,83.779,337.077
-926.654,736.181,0.985615
-410.891,990.477,728.893
-736.197,943.462,489.069
-0.277203,770.791,788.425
-564.261,692.557,645.351
42.033,798.893,588.748
112.337,988.623,762.541
403.625,788.588,604.051
-0.541071,799.876,-456.237
424.236,516.991,-361.982
-887.616,756.874,230.541
-913.727,78.924,150.928
6.323,474.898,0.295675
632.314,614.568,0.29691
-886.823,432.649,232.622
-862.812,153.079,-494.617
-238.789,790.557,779.368
-123.984,895.416,-108.105
-933.631,255.544,0.629192
152.587,924.971,-47.837
-943.121,982.092,-0.0626503
-837.363,126.223,340.315
-303.126,142.896,-102.706
-263.041,646.833,-300.454
-707.254,316.323,521.806
305.738,446.439,-43.587
-886.887,307.725,-435.731
145.898,927.671,752.222
-0.815255,364.695,-108.904
481.985,422.435,522.553
636.096,856.996,101.212
-249.533,535.164,777.391
-285.255,507.793,0.635333
-295.172,482.057,-244.622
-698.688,935.831,530.889
-812.243,505.216,383.764
189.827,167.995,-472.734
-278.919,489.576,-275.579
-246.241,300.193,-104.794
-128.689,344.131,178.028
-177.034,810.023,-390.401
626.655,533.585,-0.0993101
-360.382,796.269,-100.221
635.961,892.605,112.131
-946.025,0.73065,-156.322
-895.885,800.296,207.853
-693.333,582.497,536.438
-259.436,231.429,-104.342
-328.383,962.906,-113.373
-111.591,558.296,-431.759
-324.624,286.693,-0.437661
-834.852,455.417,344.921
-0.718314,185.794,-109.062
-583.587,637.381,-860.804
-2.547,46.327,776.387
0.106204,177.527,783.972
-160.642,697.491,-402.372
-284.278,73.33,0.651182
546.904,569.716,-221.089
588.199,221.982,-140.817
-0.339017,848.641,-109.594
266.443,116.263,-451.809
-943.938,296.955,-184.278
-908.329,916.687,-371.281
-467.906,675.691,-943.931
-117.493,333.566,-428.678
-481.085,245.427,-935.626
-844.987,899.806,-532.345
-159.651,46.756,-107.297
347.494,827.377,64.908
-327.008,719.804,-130.914
-453.362,751.517,709.808
-742.113,753.224,481.956
628.645,436.617,0.0207383
-328.837,220.952,-0.955143
-639.207,547.427,-811.258
394.527,604.122,61.199
-387.227,480.686,738.318
-328.406,891.885,-11.291
-75.909,904.883,46.066
562.416,368.534,-194.345
352.443,958.441,645.465
-755.286,511.891,465.551
-884.394,353.825,238.905
-0.873812,73.613,-108.804
-615.396,138.741,607.306
-624.758,817.516,-824.834
-861.072,999.182,-498.489
158.154,25.735,748.026
-461.581,273.212,70.578
-398.506,879.334,733.931
-148.144,97.005,-410.722
-482.836,631.604,-934.502
-31.121,368.441,763.102
-27.568,382.515,0.781377
-925.331,931.333,104.589
629.716,910.542,0.0922583
-0.530722,486.916,790.323
565.583,595.048,-188.457
-300.071,976.798,766.058
54.749,482.168,42.748
169.075,379.096,744.088
-0.0677112,469.637,-109.892
-317.517,183.115,-182.869
62.328,608.225,226.578
490.477,431.508,511.973
581.438,355.382,359.733
-245.475,907.767,-104.819
-247.075,843.039,112.433
-105.875,949.912,-434.635
618.934,175.789,246.523
-181.555,480.575,-38.688
-312.768,179.466,0.0426076
13.654,628.428,-479.912
498.457,985.793,501.636
-678.092,229.503,-771.952
-927.691,257.332,-294.025
329.842,98.521,661.463
565.618,420.268,-188.391
-913.023,449.799,-354.814
-413.656,765.399,727.737
-812.968,668.711,-591.495
-943.784,903.417,-185.982
436.046,736.501,-352.014
-57.841,367.826,-865.063
-213.655,584.775,783.411
-812.959,831.171,-59.151
-871.513,483.849,-474.558
289.409,45.141,-442.948
-667.403,685.325,-783.184
426.241,250.541,-36.033
-660.667,848.407,56.827
0.0944709,17.081,-473.141
-283.604,805.323,0.661994
60.574,698.278,-0.937878
335.594,595.235,-421.164
6.213,11.554,236.036
-874.325,883.538,263.596
527.676,626.747,-250.294
-906.406,729.094,175.879
-73.845,885.377,486.377
-299.293,533.024,-102.858
367.956,533.707,633.714
622.634,13.488,-0.307092
-174.811,693.439,163.101
-804.075,624.877,396.767
360.366,307.583,-407.113
-288.203,553.557,-103.289
567.129,639.737,-185.523
-157.312,591.573,789.546
630.176,256.777,185.758
-316.054,65.923,-188.283
589.428,676.539,340.482
518.869,591.818,473.229
19.519,681.698,-471.684
-28.111,299.098,-271.787
-578.971,947.397,-864.604
-915.909,901.373,142.941
103.973,382.559,-48.141
236.878,668.319,715.209
602.214,429.439,305.479
-100.751,573.291,18.165
-313.011,302.021,0.035305
-644.416,692.436,582.917
156.379,777.916,-477.928
-702.781,429.471,526.581
-709.125,12.343,519.786
-597.345,487.763,621.417
-164.365,834.157,-107.181
631.026,671.639,0.188679
582.225,236.891,35.791
0.777488,421.515,-481.021
598.772,394.971,-113.934
128.932,27.17,75.765
-234.852,453.894,-105.168
-224.645,604.625,132.571
-264.927,933.048,0.924342
628.847,730.012,1.95
273.121,318.774,696.377
-204.232,63.126,147.152
-298.497,583.337,766.463
-268.831,148.738,-104.008
-304.207,833.667,-223.604
-140.181,447.377,-415.717
-849.214,675.983,-523.762
635.661,124.739,122.491
59.102,49.034,-134.007
-328.251,147.937,-115.741
-947.615,382.533,-0.847565
-842.074,240.122,331.497
-119.532,733.974,791.413
-895.383,894.903,209.285
-621.684,636.003,602.205
-946.332,30.815,-0.480544
-224.185,829.133,781.816
0.851893,524.429,-481.277
-697.945,770.407,531.665
-922.322,822.807,-318.334
-29.797,916.434,0.403718
-487.984,505.975,-931.169
-312.287,928.342,-200.894
-824.634,645.498,363.033
-408.899,885.659,729.719
-945.353,278.723,-166.612
-476.392,496.917,698.236
-806.839,679.523,-601.816
-257.177,749.884,775.893
305.274,292.928,677.457
517.348,246.275,475.453
-120.066,138.625,-108.186
-898.676,874.699,199.745
628.626,586.537,0.0195164
-87.998,792.168,249.986
630.707,964.464,181.774
558.725,740.319,-201.011
0.146856,541.636,783.386
-850.376,276.075,315.354
-863.571,991.125,-492.914
-947.532,84.273,-118.796
-77.308,766.844,442.041
-578.871,354.826,635.078
-904.112,566.714,-385.215
-319.782,757.529,760.712
41.839,796.081,590.576
-247.857,731.933,-320.895
537.044,603.103,-236.544
-0.15182,346.533,-109.807
-328.306,18.537,-114.781
-784.267,507.081,426.385
-328.139,514.466,-117.549
-260.029,637.083,775.315
281.232,449.651,691.809
-847.524,281.216,32.099
-244.377,394.461,11.512
-232.813,706.889,780.403
479.125,680.827,-310.325
-0.432816,653.465,789.688
-269.442,785.227,0.86669
-0.520294,305.449,-109.357
-933.969,676.338,0.609837
626.512,214.372,209.367
-138.364,943.838,-416.824
-419.797,891.211,725.126
-315.482,858.916,-0.0426281
-240.488,79.837,779.065
-919.107,202.577,130.697
-327.676,705.325,758.422
-0.440673,397.468,-109.465
-928.276,247.241,0.90902
217.576,386.857,-466.637
500.582,898.209,498.815
-91.221,200.799,156.316
-217.775,827.253,782.804
608.441,632.848,-0.852971
-777.785,279.545,-647.272
-878.297,304.823,-458.013
-232.481,168.389,-339.101
-522.305,107.726,672.418
-258.472,547.678,100.146
514.802,827.896,479.134
-745.996,45.188,-691.558
418.456,750.193,-366.658
-0.160029,50.133,165.925
104.059,855.057,764.829
11.597,946.914,761.505
-721.123,785.593,-722.996
-569.039,458.548,642.041
0.818352,816.914,-481.176
-192.033,874.287,-378.321
-699.004,136.207,-748.947
-376.368,223.942,742.364
596.987,790.166,320.527
624.456,322.682,220.603
-44.809,321.843,712.334
-931.864,21.889,0.726818
-2.971,88.695,-240.424
-89.406,964.066,-415.771
-925.277,579.928,10.483
-82.533,684.288,361.829
566.654,828.668,-18.643
302.918,418.186,678.919
49.399,454.548,-29.366
635.835,596.455,0.804442
429.918,626.521,-357.257
495.235,936.428,-292.202
-0.413994,541.705,-460.414
-190.216,438.283,786.453
-689.855,221.127,539.989
-350.333,477.471,751.368
-0.983271,852.785,181.775
-313.782,756.815,-196.089
0.533859,786.924,776.703
-305.562,835.993,-220.106
-307.885,527.671,-21.385
-703.407,568.904,525.918
-289.976,563.457,-255.303
-91.658,215.385,-341.543
-153.746,997.205,171.346
388.571,300.136,-388.878
-10.773,438.308,181.121
261.333,636.425,702.781
-344.358,398.661,-100.957
-752.173,293.602,4.695
339.775,567.415,-418.914
-0.289804,54.761,-109.653
-164.743,686.256,788.967
-166.724,903.186,-107.122
450.593,84.624,-338.924
-288.555,747.936,768.939
-883.187,565.369,-445.526
0.0347026,151.445,784.948
389.854,340.381,-387.988
-934.067,783.434,-260.285
555.999,170.898,-205.806
-489.584,286.863,-930.124
449.867,304.661,-3.396
-142.993,438.332,790.465
-850.463,441.634,31.518
632.348,254.348,0.3
-593.165,819.678,624.576
-920.905,321.988,-324.296
-368.221,655.145,-998.495
-1.031,219.452,791.663
0.590923,833.601,-479.867
-747.646,340.259,475.162
-883.058,732.088,-445.861
395.879,195.861,610.827
113.189,842.678,7.623
-136.018,894.533,-107.847
-240.825,416.036,11.854
-400.946,308.713,732.956
615.213,531.125,-0.617896
-803.683,625.333,-607.023
0.430301,978.944,-47.828
-192.285,104.269,-106.446
126.333,442.921,-480.617
328.692,166.568,662.244
36.063,506.285,-406.953
-578.841,139.914,-86.471
-128.758,527.085,-42.247
-263.874,714.104,0.937332
21.309,942.921,-467.734
-323.533,667.542,-155.499
627.866,38.274,-0.0280491
570.059,712.776,384.611
540.586,629.026,-231.115
-171.063,436.249,78.842
204.287,203.339,730.071
634.503,524.597,143.956
-407.585,901.397,730.261
-602.597,785.179,-844.672
625.298,498.292,-0.173808
479.187,789.634,52.595
-0.452466,370.678,-109.449
-945.448,979.783,-16.526
-328.774,205.625,-0.895586
-905.737,941.152,-379.933
527.511,945.966,-250.528
-767.896,847.732,-661.597
632.862,829.102,163.102
-30.934,715.031,-209.742
-689.362,527.484,540.489
-853.592,418.156,308.878
-29.315,949.169,0.497645
-947.396,675.324,-124.611
-72.626,168.445,-716.709
-525.113,62.809,-90.582
33.736,630.116,656.284
601.917,367.785,306.365
-914.619,362.079,147.695
0.918407,467.244,-481.408
176.385,966.674,741.346
-290.761,897.752,0.541231
0.87384,523.772,-48.133
-0.282079,431.827,78.847
-0.351481,771.411,-109.579
-295.711,109.438,-243.462
-107.134,331.836,791.633
632.868,161.254,163.047
-362.444,196.878,-100.124
-568.419,927.337,642.473
-157.437,756.076,-404.574
486.849,36.578,516.544
-0.783019,659.346,-447.096
634.102,632.474,149.309
60.857,989.679,285.405
-631.359,54.14,594.161
-909.433,305.468,165.874
496.838,0.43021,-290.311
-827.206,305.384,358.565
622.774,584.865,-0.300422
-287.403,822.899,0.599615
-24.447,47,-325.099
-342.406,283.073,753.917
109.662,607.219,-481.306
542.608,531.285,-227.955
-667.576,313.355,-783.006
-584.594,553.046,630.928
-337.291,414.138,-101.272
-310.279,412.806,-207.004
636.035,803.628,0.897009
-437.168,571.544,717.423
-609.798,942.665,-838.351
-191.211,366.146,154.891
635.529,819.763,125.813
-289.834,760.882,-255.582
-906.421,140.571,-37.768
102.732,571.641,-481.424
-447.199,577.656,712.756
-303.758,662.392,0.278113
345.855,816.412,650.262
-873.124,442.642,-470.705
350.504,478.604,646.889
13.989,897.339,754.195
-920.327,57.434,125.832
-902.607,932.663,-390.013
-348.424,269.963,75.199
143.999,266.147,752.851
-397.009,130.608,734.524
-943.319,132.795,-0.0827493
-0.203786,882.866,-109.751
-325.131,323.129,-145.727
-0.58574,833.217,790.626
-465.795,874.136,703.671
507.677,606.137,489.175
552.422,34.548,-211.944
110.695,479.634,763.003
284.622,201.285,-444.899
-523.046,993.169,-907.293
-637.232,18.793,-813.145
587.997,538.643,344.055
-462.745,97.272,705.201
-187.034,512.396,-382.475
-545.277,838.353,658.032
-28.197,194.567,770.506
248.953,905.059,-457.731
-456.808,132.284,708.133
-295.608,297.425,-243.684
622.618,816.452,-0.307836
-932.968,106.427,-2.666
-274.358,724.568,-103.808
634.384,807.136,145.616
202.442,526.629,730.857
-138.576,53.137,175.784
-0.860791,743.921,-443.811
-448.817,308.226,711.988
-398.026,362.705,-983.627
-943.074,978.159,-0.05787
491.334,926.142,510.882
541.644,668.329,437.494
-0.0911998,613.397,-109.869
255.743,369.001,-455.515
-91.866,805.119,132.447
-881.738,640.595,-449.279
-520.301,471.831,-909.239
594.385,651.459,327.614
625.256,907.134,-0.176046
-94.699,202.933,-0.62041
281.168,696.176,-446.272
514.823,628.158,479.103
-945.861,453.222,-0.400294
12.593,30.334,758.565
-946.681,235.431,-0.549283
-372.081,889.157,743.914
-428.576,696.262,-967.138
599.353,207.669,-112.338
-344.263,29.932,753.328
-0.362982,675.879,78.916
-242.347,503.645,77.873
-419.158,758.053,-97.236
426.635,591.167,582.714
-331.687,741.342,757.225
372.109,729.658,630.455
590.233,357.186,-135.932
-800.555,22.036,-612.115
123.874,585.656,759.184
-942.977,125.097,-194.418
632.951,513.146,0.35739
-919.538,447.416,128.988
287.676,725.045,-443.661
-31.744,825.094,-183.165
635.273,359.826,131.293
424.711,593.619,-361.592
-348.337,961.545,752.018
395.117,687.611,-384.278
0.85357,669.914,769.634
-194.121,246.579,785.994
158.172,251.279,74.802
-163.926,250.181,789.034
-871.874,791.431,269.308
-915.894,577.348,-344.163
-23.411,489.976,124.658
-259.691,183.797,-305.209
582.842,907.624,-153.139
-844.693,441.016,32.649
-308.374,161.202,76.387
-0.881259,323.933,-108.791
-945.141,333.985,-0.295386
-273.925,294.043,-103.823
0.602533,988.715,775.304
0.496169,334.453,777.443
-863.779,14.379,-492.446
433.819,680.231,575.656
